所管,組織,項名,目名,元額_億円,フリードマン根拠,残存割合,残す額_億円,削減額_億円,措置,理由
厚生労働省,厚生労働本省,特定石綿被害建設業務労働者等給付金等支給諸費,特定石綿被害建設業務労働者等給付金等支給業務庁費,2,⑩責任能力なき者保護,20%,0,2,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,独立行政法人労働政策研究・研修機構運営費,独立行政法人労働政策研究・研修機構一般勘定運営費交付金,3,⑩責任能力なき者保護,20%,1,2,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,男女均等雇用対策費,庁費,1,⑩責任能力なき者保護,20%,0,1,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,高齢者等雇用安定・促進費,庁費,1,⑩責任能力なき者保護,20%,0,1,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,高齢者等雇用安定・促進費,高齢者等雇用安定促進業務庁費,1,⑩責任能力なき者保護,20%,0,1,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,高齢者等雇用安定・促進費,障害者等雇用安定促進業務庁費,1,⑩責任能力なき者保護,20%,0,1,縮小,重度障害者保護⑩として一部維持
厚生労働省,厚生労働本省,高齢者等雇用安定・促進費,厚生労働統計調査費,2,⑩責任能力なき者保護,20%,0,2,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,高齢者等雇用安定・促進費,衛生関係指導者養成等委託費,1,⑩責任能力なき者保護,20%,0,1,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,高齢者等雇用安定・促進費,高齢者等雇用環境整備委託費,2,⑩責任能力なき者保護,20%,0,2,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,高齢者等雇用安定・促進費,高齢者等雇用安定促進事業委託費,3,⑩責任能力なき者保護,20%,1,2,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,高齢者等雇用安定・促進費,毎月勤労統計調査委託費,10,⑩責任能力なき者保護,20%,2,8,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,高齢者等雇用安定・促進費,高年齢者就業機会確保事業費等補助金,66,⑩責任能力なき者保護,20%,13,53,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,失業等給付費等労働保険特別会計へ繰入,労働保険特別会計へ繰入,230,該当なし,0%,0,230,廃止,強制雇用保険廃止。NIT代替
厚生労働省,厚生労働本省,育児休業給付費等子ども・子育て支援特別会計へ繰入,育児休業給付費子ども・子育て支援特別会計へ繰入,1112,該当なし,0%,0,1112,廃止,企業・個人の問題
厚生労働省,厚生労働本省,育児休業給付費等子ども・子育て支援特別会計へ繰入,子ども・子育て支援特別会計へ繰入,1,該当なし,0%,0,1,廃止,企業・個人の問題
厚生労働省,厚生労働本省,就職支援法事業費労働保険特別会計へ繰入,労働保険特別会計へ繰入,47,⑩責任能力なき者保護,20%,9,38,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,職業能力開発強化費,職業能力開発支援事業委託費,1,⑩責任能力なき者保護,20%,0,1,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,職業能力開発強化費,職業転換訓練費交付金,34,⑩責任能力なき者保護,20%,7,27,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,職業能力開発強化費,外国人技能実習機構交付金,17,⑩責任能力なき者保護,20%,3,14,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,若年者等職業能力開発支援費,職業能力開発支援事業委託費,1,⑩責任能力なき者保護,20%,0,1,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,障害者等職業能力開発支援費,障害者職業能力開発校運営委託費,29,⑩責任能力なき者保護,20%,6,23,縮小,重度障害者保護⑩として一部維持
厚生労働省,厚生労働本省,障害者等職業能力開発支援費,職業転換訓練費負担金,9,⑩責任能力なき者保護,20%,2,7,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,独立行政法人高齢・障害・求職者雇用支援機構運営費,独立行政法人高齢・障害・求職者雇用支援機構障害者職業能力開発勘定運営費交付金,10,⑩責任能力なき者保護,20%,2,8,縮小,重度障害者保護⑩として一部維持
厚生労働省,厚生労働本省,生活保護等対策費,庁費,1,⑩責任能力なき者保護,70%,1,0,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,公的扶助資料調査費,2,⑩責任能力なき者保護,70%,1,1,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,公的扶助資料調査委託費,1,⑩責任能力なき者保護,70%,1,0,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,生活保護指導監査委託費,18,⑩責任能力なき者保護,70%,13,5,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,保健福祉調査委託費,1,⑩責任能力なき者保護,70%,1,0,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,自立相談支援事業従事者養成研修等委託費,8,⑩責任能力なき者保護,70%,6,2,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,女性自立支援事業費補助金,17,⑩責任能力なき者保護,70%,12,5,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,生活困窮者就労準備支援事業費等補助金,384,⑩責任能力なき者保護,70%,269,115,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,女性保護事業費負担金,11,⑩責任能力なき者保護,70%,8,3,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,生活扶助費等負担金,13160,⑩責任能力なき者保護,70%,9212,3948,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,医療扶助費等負担金,14390,⑩責任能力なき者保護,70%,10073,4317,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,介護扶助費等負担金,914,⑩責任能力なき者保護,70%,640,274,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,生活困窮者自立相談支援事業費等負担金,170,⑩責任能力なき者保護,70%,119,51,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,重層的支援体制整備事業交付金,434,⑩責任能力なき者保護,70%,304,130,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,生活保護等対策費,地域福祉推進支援臨時特例交付金,1,⑩責任能力なき者保護,70%,1,0,縮小（NIT一本化後）,⑩フリードマン支持の最後のセーフティネット
厚生労働省,厚生労働本省,自殺対策費,庁費,1,⑩責任能力なき者保護,20%,0,1,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,自殺対策費,自殺対策事業委託費,1,⑩責任能力なき者保護,20%,0,1,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,自殺対策費,自殺対策費補助金,1,⑩責任能力なき者保護,20%,0,1,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,自殺対策費,地域自殺対策強化交付金,33,⑩責任能力なき者保護,20%,7,26,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,自殺対策費,調査研究等業務交付金,6,⑩責任能力なき者保護,20%,1,5,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,社会福祉諸費,衛生関係指導者養成等委託費,1,⑩責任能力なき者保護,20%,0,1,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,社会福祉諸費,社会事業学校等経営委託費,4,⑩責任能力なき者保護,20%,1,3,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,社会福祉諸費,民間社会福祉事業助成費補助金,3,⑩責任能力なき者保護,20%,1,2,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,社会福祉諸費,地方改善事業費補助金,36,⑩責任能力なき者保護,20%,7,29,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,社会福祉諸費,社会福祉施設職員等退職手当共済事業給付費補助金,86,⑩責任能力なき者保護,20%,17,69,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,社会福祉諸費,社会福祉振興助成費補助金,6,⑩責任能力なき者保護,20%,1,5,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,社会福祉諸費,社会福祉事業施設等貸付事業利子補給金,23,⑩責任能力なき者保護,20%,5,18,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,遺族及留守家族等援護費,遺族年金等支給業務庁費,1,⑩責任能力なき者保護,20%,0,1,縮小,遺族・孤児は⑩として一部維持
厚生労働省,厚生労働本省,遺族及留守家族等援護費,遺族及留守家族等援護事務委託費,17,⑩責任能力なき者保護,20%,3,14,縮小,遺族・孤児は⑩として一部維持
厚生労働省,厚生労働本省,遺族及留守家族等援護費,遺族等年金,21,⑩責任能力なき者保護,20%,4,17,縮小,遺族・孤児は⑩として一部維持
厚生労働省,厚生労働本省,戦没者慰霊事業費,戦没者追悼式参列旅費,1,⑩責任能力なき者保護,20%,0,1,大幅縮小,フリードマン範囲外の社会保障は原則廃止
厚生労働省,厚生労働本省,戦没者慰霊事業費,戦没者遺骨収集事業等旅費,1,⑩責任能力なき者保護,20%,0,1,大幅縮小,フリードマン範囲外の社会保障は原則廃止
