所管,項名,目名,元額_億円,分類,残存率,残す額_億円,理由
農林水産省,農林水産本省共通費,国家公務員共済組合負担金,167,該当なし,0%,0,農林水産本省共通費に係る国家公務員共済組合負担金（使用者負担）。農林水産省本省の共通管理費（農業産業政策立案機関であり市場の失敗の是正が主目的でない）の執行職員に係る法定社会保険コスト（人件費按分：同項非人件費残存率0%）
農林水産省,農林水産本省共通費,基礎年金等国家公務員共済組合負担金,60,該当なし,0%,0,農林水産本省共通費に係る基礎年金等国家公務員共済組合負担金（使用者負担）。農林水産省本省の共通管理費（農業産業政策立案機関であり市場の失敗の是正が主目的でない）の執行職員に係る国民年金相当部分の法定コスト（人件費按分：同項非人件費残存率0%）
農林水産省,農林水産本省共通費,賠償償還及払戻金,2,該当なし,0%,0,農林水産本省共通費に係る賠償償還及払戻金。農林水産省本省の共通管理費（農業産業政策立案機関であり市場の失敗の是正が主目的でない）の遂行に伴う経費
農林水産省,農林水産本省施設費,施設整備費,3,該当なし,0%,0,農林水産本省施設費に係る施設整備費。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,国内食料供給対策費,職員旅費,2,該当なし,0%,0,国内食料供給対策費に係る職員旅費。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）に伴う現地視察・監督・会議出張費
農林水産省,国内食料供給対策費,庁費,12,該当なし,0%,0,国内食料供給対策費に係る庁費。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
農林水産省,国内食料供給対策費,国際園芸博覧会出展施設施工庁費,1,該当なし,0%,0,国内食料供給対策費に係る国際園芸博覧会出展施設施工庁費。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の拠点施設整備工事を管理するためのコスト
農林水産省,国内食料供給対策費,国内食料供給対策調査等委託費,36,該当なし,0%,0,国内食料供給対策費に係る国内食料供給対策調査等委託費。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,国内食料供給対策費,国際園芸博覧会出展施設整備費,21,該当なし,0%,0,国内食料供給対策費に係る国際園芸博覧会出展施設整備費。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,国内食料供給対策費,国内食料供給対策事業費補助金,175,該当なし,0%,0,国内食料供給対策費に係る国内食料供給対策事業費補助金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,国内食料供給対策費,野菜価格安定対策費補助金,20,該当なし,0%,0,国内食料供給対策費に係る野菜価格安定対策費補助金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,国内食料供給対策費,国際博覧会事業費補助金,24,該当なし,0%,0,国内食料供給対策費に係る国際博覧会事業費補助金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,国内食料供給対策費,鶏卵価格安定対策費補助金,6,該当なし,0%,0,国内食料供給対策費に係る鶏卵価格安定対策費補助金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,国内食料供給対策費,甘味資源作物・国内産糖調整交付金,97,該当なし,0%,0,国内食料供給対策費に係る甘味資源作物・国内産糖調整交付金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,国内食料供給対策費,水田活用直接支払交付金,2751,該当なし,0%,0,国内食料供給対策費に係る水田活用直接支払交付金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,国内食料供給対策費,持続的生産支援交付金,52,該当なし,0%,0,国内食料供給対策費に係る持続的生産支援交付金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,国内食料供給対策費,農畜産業振興対策交付金,388,該当なし,0%,0,国内食料供給対策費に係る農畜産業振興対策交付金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,牛肉等関税財源国内食料供給対策費,牛肉等関税財源国内食料供給対策費補助金,3,該当なし,0%,0,牛肉等関税財源国内食料供給対策費に係る牛肉等関税財源国内食料供給対策費補助金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,牛肉等関税財源国内食料供給対策費,牛肉等関税財源飼料対策費補助金,17,該当なし,0%,0,牛肉等関税財源国内食料供給対策費に係る牛肉等関税財源飼料対策費補助金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,牛肉等関税財源国内食料供給対策費,牛肉等関税財源国内食料供給対策整備費補助金,17,該当なし,0%,0,牛肉等関税財源国内食料供給対策費に係る牛肉等関税財源国内食料供給対策整備費補助金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,牛肉等関税財源国内食料供給対策費,牛肉等関税財源畜産業振興対策交付金,580,該当なし,0%,0,牛肉等関税財源国内食料供給対策費に係る牛肉等関税財源畜産業振興対策交付金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,国内食料供給対策費食料安定供給特別会計へ繰入,食料安定供給特別会計へ繰入,1001,該当なし,0%,0,国内食料供給対策費食料安定供給特別会計へ繰入に係る食料安定供給特別会計へ繰入。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,独立行政法人農畜産業振興機構運営費,独立行政法人農畜産業振興機構野菜勘定運営費交付金,9,該当なし,0%,0,独立行政法人農畜産業振興機構運営費に係る独立行政法人農畜産業振興機構野菜勘定運営費交付金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,独立行政法人農畜産業振興機構運営費,独立行政法人農畜産業振興機構砂糖勘定運営費交付金,9,該当なし,0%,0,独立行政法人農畜産業振興機構運営費に係る独立行政法人農畜産業振興機構砂糖勘定運営費交付金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,独立行政法人農畜産業振興機構運営費,独立行政法人農畜産業振興機構でん粉勘定運営費交付金,3,該当なし,0%,0,独立行政法人農畜産業振興機構運営費に係る独立行政法人農畜産業振興機構でん粉勘定運営費交付金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
農林水産省,独立行政法人農畜産業振興機構運営費,独立行政法人農畜産業振興機構畜産勘定運営費交付金,8,該当なし,0%,0,独立行政法人農畜産業振興機構運営費に係る独立行政法人農畜産業振興機構畜産勘定運営費交付金。農林水産省の費目（農業産業政策が主体であり市場の失敗を実証できない）の遂行に伴う経費
